syn
syn,0, 462
syn,1, 397
syn,2, 497
syn,3, 480
syn,4, 633
syn,5, 434
syn,6, 578
syn,7, 368
syn,8, 520
syn,9, 505
syn,10, 500
syn,11, 510
syn,12, 515
syn,13, 484
syn,14, 400
syn,15, 514
syn,16, 439
syn,17, 464
syn,18, 328
syn,19, 520
syn,20, 555
syn,21, 454
syn,22, 476
syn,23, 483
syn,24, 484
syn,25, 474
syn,26, 480
syn,27, 529
syn,28, 471
syn,29, 528
syn,30, 472
syn,31, 482
syn,32, 467
syn,33, 341
syn,34, 613
syn,35, 552
syn,36, 467
syn,37, 353
syn,38, 333
syn,39, 574
syn,40, 492
syn,41, 658
syn,42, 501
syn,43, 349
syn,44, 470
syn,45, 375
syn,46, 448
syn,47, 453
syn,48, 483
syn,49, 451
syn,50, 476
syn,51, 608
syn,52, 442
syn,53, 466
syn,54, 571
syn,55, 627
syn,56, 446
syn,57, 347
syn,58, 461
syn,59, 403
syn,60, 509
syn,61, 422
syn,62, 407
syn,63, 456
syn,64, 491
syn,65, 494
syn,66, 495
syn,67, 455
syn,68, 682
syn,69, 447
syn,70, 514
syn,71, 436
syn,72, 424
syn,73, 394
syn,74, 313
syn,75, 429
syn,76, 535
syn,77, 572
syn,78, 445
syn,79, 301
syn,80, 431
syn,81, 545
syn,82, 355
syn,83, 478
syn,84, 495
syn,85, 455
syn,86, 477
syn,87, 489
syn,88, 632
syn,89, 315
syn,90, 472
syn,91, 433
syn,92, 478
syn,93, 513
syn,94, 477
syn,95, 481
syn,96, 442
syn,97, 349
syn,98, 454
syn,99, 309
syn
fin,0, 1001960
fin,1, 1002180
fin,2, 1002104
fin,3, 1002433
fin,4, 1002153
fin,5, 1002233
fin,6, 1002011
fin,7, 1002195
fin,8, 1002119
fin,9, 1002211
fin,10, 1002178
fin,11, 1002240
fin,12, 1002261
fin,13, 1002062
fin,14, 1002130
fin,15, 1002136
fin,16, 1001997
fin,17, 1004263
fin,18, 1002152
fin,19, 1001113
fin,20, 1001255
fin,21, 1002110
fin,22, 1001407
fin,23, 1001957
fin,24, 1002036
fin,25, 1002195
fin,26, 1001565
fin,27, 1002135
fin,28, 1001685
fin,29, 1002135
fin,30, 1002190
fin,31, 1002219
fin,32, 1001867
fin,33, 1002204
fin,34, 1001725
fin,35, 1002127
fin,36, 1001722
fin,37, 1001401
fin,38, 1001931
fin,39, 1001654
fin,40, 1002294
fin,41, 1002143
fin,42, 1001881
fin,43, 1002134
fin,44, 1001501
fin,45, 1001914
fin,46, 1002228
fin,47, 1001787
fin,48, 1002102
fin,49, 1001783
fin,50, 1001786
fin,51, 1001724
fin,52, 1001979
fin,53, 1001808
fin,54, 1001959
fin,55, 1001520
fin,56, 1001592
fin,57, 1001835
fin,58, 1001852
fin,59, 1001390
fin,60, 1001592
fin,61, 1001942
fin,62, 1001474
fin,63, 1002176
fin,64, 1001467
fin,65, 1001340
fin,66, 1002103
fin,67, 1002397
fin,68, 1002098
fin,69, 1001560
fin,70, 1001523
fin,71, 1002077
fin,72, 1001525
fin,73, 1001906
fin,74, 1001673
fin,75, 1002020
fin,76, 1001675
fin,77, 1001676
fin,78, 1001881
fin,79, 1002068
fin,80, 1001791
fin,81, 1002023
fin,82, 1001164
fin,83, 1001622
fin,84, 1002169
fin,85, 1001637
fin,86, 1002171
fin,87, 1001483
fin,88, 1001395
fin,89, 1001979
fin,90, 1001992
fin,91, 1001474
fin,92, 1002204
fin,93, 1002247
fin,94, 1001295
fin,95, 1002208
fin,96, 1001957
fin,97, 1002140
fin,98, 1001911
fin,99, 501046
